,Text,Annotate
4074,Filipino diplomats heading to evacuate Filipinos in Sudan unhurt in car accident,
4075,Two Philippine diplomats figured in a car accident while on the way to assist in the evacuation of Filipinos in Sudan amid deadly fighting between its military and paramilitary forces.,
4076,NFA rice buffer stocks should only be available in selected areas—Hontiveros,
4077,"Senator Risa Hontiveros on Wednesday, April 26 has found it unnecessary for the government to raise rice buffer stocks in National Food Authority (NFA) warehouses in preparation for the El Niño or the prolonged dry weather season that is expected to develop early in May.",
4078,'Clean the house': Revilla urges new PNP Chief Acorda,
4079,"Senator Ramon Bong Revilla Jr. on Wednesday, April 26, challenged newly designated Philippine National Police (PNP) Chief Major General Benjamin C. Acorda Jr. to clean the organization and immediately put its affairs in order.",
4080,"DSWD to open AICS satellite offices in Caloocan, Parañaque",
4081,"The Department of Social Welfare and Development (DSWD) will open new satellite offices for the processing of its Assistance to Individuals in Crisis Situation (AICS) program, mainly to serve residents of Metro Manila and neighboring provinces.",
4082,PH scrambles to evacuate Filipinos in Sudan,
4083,"The Philippine government is struggling to evacuate Filipinos from Sudan despite a 72-hour ceasefire declared by warring factions fighting in the streets of Khartoum, the capital city.",
4084,"Court fight between Villar, BF homeowners association may go into its second round",
4085,The fight between Senator Cynthia A. Villar and the BF Resort Village Homeowners Association in Las Pinas City may go into its second round.,
4086,SC asked to review dismissal of charges vs 2 dentists for ‘denying’ dental service to HIV-afflicted patient,
4087,Government lawyers have asked the Supreme Court (SC) to review the dismissal of the criminal charges against two dentists who allegedly denied dental services to a patient afflicted with the human immunodeficiency virus (HIV).,
4088,Solons slam PNP official's claim that Mayo could escape charges due to House probe,
4089,"Congressmen took exception to the claim of Police Brigadier General Narciso Domingo that disgraced former police master sergeant Rodolfo Mayo Jr. could walk out of jail as a result of the House of Representatives' investigation on the Oct. 8, 2022 Manila drug bust.",
4090,36 PNP senior officers to undergo further evaluation on drug links; 917 others cleared,
4091,A total of 36 senior police officials will undergo another assessment and evaluation apparently after failing to convince the five-man  that they are clean especially on the issue of illegal drugs.,
4092,DOH: No return of mandatory face mask policy in Metro Manila,
4093,The Department of Health (DOH) denied a circulating report on social media that the mandatory wearing of face masks is once again being implemented in Metro Manila.,
4094,"‘What will the weather do?’: PH multi-hazard impact forecasting, early warning system unveiled",
4095,"The Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) officially launched the five-year Multi-Hazard Impact-Based Forecasting and Early Warning System for the Philippines Project or the GCF-IBFPh Project on Wednesday, April 26.",
4096,Balikatan main event: What happened during the PH-US littoral live fire exercise?,
4097,"The highly  joint littoral live fire exercise between the Armed Forces of the Philippines (AFP) and the United States Armed Forces finally happened in San Antonio, Zambales on Wednesday, April 26, as part of the main event of the Exercise Balikatan 2023.",
4098,BFP cites SM Prime Holdings’ fire safety awareness support,
4099,"The Bureau of Fire Protection  on Wednesday, April 26, the SM Prime Holdings, Inc. for what it described as overwhelming support to the bureau’s fire safety awareness campaign.",
4100,"Prepare contingency plans during El Niño, Abalos urges LGUs",
4101,Department of the Interior and Local Government (DILG) Secretary Benjamin “Benhur” Abalos Jr. called on the local chief executives (LCE) nationwide to prepare and conduct mitigating measures to ease the impact of the El Niño phenomenon.,
4102,"BIR forms task force vs traders using fake receipts, invoices",
4103,"Bureau of Internal Revenue (BIR) Commissioner Romeo D. Lumagui,Jr. is launching an all-out campaign against businesses using counterfeit receipts.",
4104,Viado joins BI as deputy commissioner,
4105,The Bureau of Immigration (BI) has expressed its appreciation for the appointment of  lawyer Joel Anthony Viado as its ,
4106,Risk assessment for Covid-19 subvariant Arcturus remains low—DOH,
4107,"The Department of Health (DOH)  allayed fears of the public amid the presence of Covid-19 subvariant XBB.1.16 in the country, saying that this coronavirus subvariant’s  risk assessment is still low.",
4108,PBBM eyes deepening of PH-Ecuador ties in meeting with envoy,
4109,"President Ferdinand “Bongbong” Marcos Jr. on Tuesday, April 25, received Ecuador’s Non-resident Ambassador to the Philippines Santiago Javier Chavez Pareja. They discussed opening more opportunities for deepening the ties between the two countries.",
4110,Palacio Del Gobernador employees GSIS members -- COA,
4111,The Commission on Audit (COA) has tasked the Palacio Del Gobernador Condominium Corporation (PDGCC) to transfer officially the membership of its employees from the Social Security System (SSS) to the Government Service Insurance System (GSIS) to ensure payment of benefits and pensions.,
4112,Church assures Filipino repatriates from Sudan of support,
4113,Balanga Bishop Ruperto C. Santos has assured the Filipino repatriates from troubled Sudan of support from the Catholic Church.,
4114,Ranking solon warns Pinoys vs complacency amid extension of SIM registration window,
4115,"Filipinos shouldn't  with President Ferdinand ""Bongbong"" Marcos Jr.'s extension of the SIM registration period for another 90 days.",
4116,Blended learning being implemented by some schools amid extreme heat --- DepEd,
4117,"The Department of Education (DepEd) on Wednesday, April 26, said that blended learning is already being implemented in some schools to address the concerns of learners, teachers, and parents regarding the conduct of in-person classes during the dry season.",
4118,Human rights lawyers fear for their safety,
4119,A group of human rights lawyers has expressed alarm over the safety of its members after they were allegedly “red-tagged” by the National Task Force to End Local Communist Armed Conflict (NTF-ELCAC) as “affiliated  terrorist groups (CTGs).”,
4120,Marcos witnesses PH-US joint live fire exercise,
4121,"President Ferdinand ""Bongbong"" Marcos Jr. witnessed the Combined Joint Littoral Live Fire Exercise of the Philippines-United States of America (USA) armed forces in San Antonio, Zambales, on April 26.",
4122,PH ports move up in World Bank's logistics index global ranking,
4123,"Philippine ports, and the way they are managed, have significantly improved based on the 2023 report of the World Bank that includes the speed of the movement of containers as one of the key performance indicators.",
4124,"Acorda attends House probe on Manila drug bust, says he won't tolerate erring cops",
4125,"Newly-minted Philippine National Police (PNP) Chief Major General Benjamin Acorda Jr. assured congressmen Wednesday morning, April 26 that his leadership won't tolerate erring cops.",
4126,"'Conditions are right"" for Marcos-Biden meeting, says Speaker Romualdez",
4127,"The ""conditions are right"" for a meeting between President Ferdinand ""Bongbong"" Marcos Jr. and his American counterpart, President Joe Biden.",
4128,Bong Go to subscribers: Consider the benefits of SIM registration,
4129,Croatian envoy visits ex-president Arroyo; here's what happened,
4130,House Senior Deputy Speaker and former president Gloria Macapagal-Arroyo has expressed the Philippines' support for Croatia’s  candidature to the Human Rights Council.,
4131,No jackpot winners for PCSO major lotto games in April 25 draw,
4132,"There were no jackpot winners for the major lotto games of the Philippine Charity Sweepstakes Office (PCSO) in its 9 p.m. draw on Tuesday, April 25.",
4133,VP Duterte highlights value of sports in Filipino youth,
4134,"Vice President and Education Secretary Sara Duterte on Tuesday, April 25, turned the spotlight on the role of sports in teaching Filipino youth the discipline and hard work they need to succeed in life.",
4135,Pope Francis appoints new Zamboanga archbishop,
4136,Pope Francis has appointed Bishop Julius Tonel of the Diocese of Ipil as the new archbishop of  the Archdiocese of Zamboanga.,
4137,Baguio solon shares key update on Kennon Road rehab,
4138,The full rehabilitation of Baguio's famous and iconic Kennon Road is set to begin next year.,
4139,"DHSUD, LGUs to construct housing for around 48,000 families in Mindanao",
4140,"Around 48,000 families are expected to benefit from the government’s housing programs following the signing of an agreement between four local government units (LGUs) in Mindanao and the Department of Human Settlements and Urban Development (DHSUD).",
4141,DOH: PH’s risk classification for Covid-19 still at low risk,
4142,"The Philippines remains under low-risk classification for Covid-19 despite recent rise in cases, the Department of Health (DOH) said on Tuesday, April 25.",
4143,"DSWD ensures assistance to farmers, farmworkers to be affected by El Niño",
4144,The Department of Social Welfare and Development (DSWD) assured the public that the agency has sufficient funds and food and non-food items that are ready to be distributed to those who will be adversely affected by dry conditions due to the looming El Niño phenomenon.,
4145,Nograles tells new doctors: 'You must be accountable to the people',
4146,"Civil Service Commission (CSC) Chairperson Karlo Nograles reminded new doctors that whether they choose a private or public practice, they must at all times, be accountable to the people.",
4147,"No Facebook, no TikTok? DICT warns of harsh consequences for unregistered SIM card users",
4148,"In order to further encourage the public to register their SIM cards, the government is planning to cut them off from various services like calls, texts, and access to social media accounts if they would still fail to do so within the 90-day extension.",
4149,'Don’t heckle your classmates who can’t read; teach them' --- VP Duterte,
4150,Vice President and Education Secretary Sara Duterte gave a piece of advice for school children who have classmates who are unable to read.,
4151,DICT chief laments Pinoys ‘bad habit’ as SIM registration is extended,
4152,"Department of Information and Communications Technology (DICT) Secretary Ivan John Uy on Tuesday, April 25, denied that low turnout was the reason for the extension of the SIM registration as he lamented the “bad habit” of Filipinos when  to doing things “at the last minute.”",
4153,Pisay's NCE returns; applications open on July 3,
4154,The National Competitive Examination (NCE) for School Year (SY) 2024 to 2025 in the Philippine Science High School (PSHS) is back three years after the onset of the Covid-19 pandemic.,
4155,"PhilSA, Argentinian space agency sign agreement on 75th year of diplomatic ties",
4156,"The Philippine Space Agency (PhilSA) and the National Commission on Space Activities (CONAE) of the Argentine Republic signed an agreement on Tuesday, April 25, on the peaceful use of outer space in celebration of the 75th year of diplomatic ties between the two countries.",
4157,"20-M unregistered SIM cards, low turnout in islands prompted PBBM to extend registration",
4158,"President Ferdinand ""Bongbong"" Marcos Jr.  to extend the SIM card registration period to 90 more days as he recognized that the remaining unregistered SIM cards are still a significant number.",
4159,UNICEF: Over 1 million Filipino kids missed out routine immunization in 2021,
4160,The United Nations Children's Fund (UNICEF) expressed its concern as over one million children in the Philippines missed out their routine vaccine shots in 2021.,
4161,House panel invites these PNP members to join probe on Manila drug bust,
4162,"High-ranking Philippine National Police (PNP) officials are set to attend the House’s Committee on Dangerous Drugs' hearing Wednesday, April 26 on the controversial Oct. 8, 2022 drug bust in Tondo, Manila that had the fingerprints of alleged ""ninja cops"" all over it.",
4163,BI nabs Japanese wanted for theft,
4164,Bureau of Immigration (BI) operatives have arrested a Japanese national wanted by authorities in Tokyo for alleged involvement in financial fraud.,
4165,"Ople leaves for Egypt as repatriation in Sudan starts, assures affected OFWs of assistance",
4166,The Department of Migrant Workers (DMW) has assured financial and livelihood assistance to over 325 overseas Filipinos Workers (OFWs) in Sudan who requested the government for repatriation over the ongoing clashes between the soldiers and paramilitary forces.,
4167,"Estrada: Telcos should make SIM registration user-friendly, fuss-free",
4168,"DA to comply with SC's order vs propagation of genetically modified rice, eggplant",
4169,"The Department of Agriculture’s Bureau of Plant and Industry (BPI) said on Tuesday, April 25, that it  with the Supreme Court’s (SC’s) issuance of “Writ of Kalikasan” which temporarily halted the government  propagating genetically modified (GM) rice and eggplant.",
4170,PH starts evacuation of Filipinos in Sudan,
4171,The Philippine government has started the evacuation of Filipinos stranded in Sudan amid clashes between its military and paramilitary forces.,
4172,Expect surge in text scams following extension of SIM registration — DICT,
4173,Filipinos were told to brace for a possible uptick in mobile text scams and spams following the 90-day extension given to the mandatory SIM card registration.,
4174,Insurance firm commits to retrieve remaining oil inside sunken MT Princess Empress -- DOJ,
4175,An insurance firm pledged the retrieval of the remaining industrial oil in the MT Princess Empress that sank off the cost of Oriental Mindoro last Feb. 28.,
4176,DICT anticipates achieving 100M SIM registrants during 90-day extension,
4177,"The mandatory SIM card registration, which was supposed to end on April 26, has been extended for 90 more days, the Department of Information and Communications Technology (DICT) confirmed on Tuesday, April 25.",
4178,SC denies plea to stop SIM registration,
4179,The Supreme Court (SC) did not issue a temporary restraining order (TRO) which could have stopped the enforcement of Republic Act No. 11934 that mandates SIM (subscriber identity module) registration by all prepaid or postpaid holders.,
4180,"Gov’t task force brings 37.4K former rebels, violent extremists back to society",
4181,"A government task force helped reintegrate 37,413 former rebels (FRs) and former violent extremists (FVEs) back to mainstream society since 2016, it was bared on Monday, April 24.",
4182,Marcos bares PH gov't efforts to get Pinoys out of Sudan amid 72-hour ceasefire,
4183,"The government will try to bring Filipinos to safety out of Sudan during the 72-hour ceasefire observance in the war-torn country, President Ferdinand ""Bongbong"" Marcos Jr. said.",
4184,House leader welcomes SIM registration period extension,
4185,"Camarines Sur 2nd district Rep. LRay Villafuerte hailed authorities on Tuesday, April 25 for heeding his to call to defer the deadline for SIM card registration under Republic Act (RA) No.11934 or the SIM Registration Act.",
4186,"Balikatan main event: PH, US militaries to sink mock vessel in Zambales",
4187,"The Armed Forces of the Philippines (AFP) and the United States Armed Forces will fire at and sink a  vessel of the Philippine Navy (PN) in Zambales on Wednesday, April 26, as part of  and joint littoral live fire exercise of the ongoing Balikatan drills.",
4188,Bill extending estate tax amnesty period hurdles House panel,
4189,"The House Committee on Ways and Means has approved with amendments the bill seeking to extend by another two years the availment of the estate tax amnesty, as provided for under Republic Act (RA) No.11213 or the ""Tax Amnesty Act"".",
4190,Lawyer claims 2 Degamo employees ‘participated’ in plan to kill Negros Oriental governor,
4191,Two employees of slain Negros Oriental Gov. Roel R. Degamo have been tagged as “participants’ in the plan to murder the late governor.,
4192,"Alibaba, Lazada convey excitement over PH market​​ as Arroyo visits China",
4193,Chinese  giants Alibaba and Lazada have expressed optimism about the Philippine market as former president Gloria Macapagal-Arroyo visited their headquarters during her recent trip to China.,
4194,Tolentino to gov't: Move fast in evacuating Filipinos from conflict-ridden Sudan,
4195,Pimentel: Just follow the SIM registration timetables,
4196,Marcos approves SIM registration extension,
4197,"President Ferdinand ""Bongbong"" Marcos Jr. has approved the extension of the subscriber identity module (SIM) card registration period after the April 26 deadline.",
4198,DICT targets 70% of active SIMs in 90-day extension,
4199,"The Department of Information and Communications Technology (DICT) aims to have 70 percent of active subscriber identity module (SIM) cards registered during the recently announced 90-day extension of the SIM registration period, the Presidential Communications Office (PCO) said on Tuesday, April 25.",
4200,Hontiveros pushes for ‘true gender equality’ at Japan parliamentary meet,
4201,"Acorda commits to more funds, strong support system for cops on the ground",
4202,"Gen. Benjamin Acorda, Jr., newly-installed chief of the Philippine National Police (PNP),  to download more funds and other logistical support to police units on the ground as they are on the frontline of law enforcement operations.",
4203,COA points out ‘losses’ of DBP’s leasing firm on foreclosed heavy equipment,
4204,The Commission on Audit (COA) said the Development Bank of the Philippines Leasing Corporation (DBPLC) suffered losses when three units of leased heavy equipment showed signs of damages and deterioration after they were kept in the premises of the defaulting lessee after voluntary surrender.,
4205,Poe welcomes extension of SIM registration deadline,
4206,"Senator Grace Poe on Tuesday, April 25,  the decision of the Department of Information and Communications Technology (DICT) to extend the period for registering Subscriber Identity Module (SIM) cards for 90 days.",
4207,"NDRRMC braces for drought, forms El Niño team",
4208,The National Disaster Risk Reduction and Management Council (NDRRMC) has created a multi-agency team that will prepare for and address the impacts of El Niño in the country until next year.,
4209,SIM registration extended for 90 days – Sec Remulla,
4210,The government extended for 90 days the April 26 deadline on the  registration of subscriber identity module (SIM).,
4211,"Gatchalian urges DFA, DMW to expedite repatriation of Filipinos in Sudan  ​",
4212,"Solon rejects temporary driver's license print outs, says official receipt will do",
4213,AGRI Party-list Rep. Wilbert T. Lee has thumbed down the Land Transportation Office's (LTO) plan to print out temporary driver's licenses on paper amid the shortage of plastic cards.,
4214,'Extortion and exploitation': House leader hits SIM card sellers asking for 'registration fee',
4215,"Beware of SIM card sellers who are reportedly charging a ""registration fee"" from consumers rushing  with the SIM card registration deadline this Wednesday, April 26.",
4216,'Go for gold!': Go throws full support behind Pinoy athletes in upcoming SEA Games in Cambodia,
4217,'Go for gold': Go vouches for Pinoy athletes in  SEA Games in Cambodia,
4218,"Easterlies to bring isolated rain showers, thunderstorms over parts of PH",
4219,"The Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) on Tuesday, April 25 said the easterlies or the warm  from the Pacific Ocean will still be the dominant weather system in the country in the next 24 hours.",
4220,DSWD main office resumes processing of aid for crisis-affected individuals,
4221,"The Department of Social Welfare and Development (DSWD) Central Office resumed the processing of the Step 1 of the Assistance to Individuals in Crisis Situation (AICS) at its main office in Batasan Road, Quezon City on Monday, April 24, after the renovation of the processing area has ",
4222,1-Rider Party-list thanks LTO for pro-rider move,
4223,1-Rider Party-list Rep. Rodge Gutierrez has  the Land Transportation Office's (LTO) decision to extend to three years the validity of the initial registration of new motorcycles with smaller engines.,
4224,Metro Manila Covid-19 positivity rate further rises to 10.6% — OCTA,
4225,"The number of people testing positive for COVID-19 in Metro Manila continues to rise, based on the higher positivity rate recorded by the OCTA Research this past week.",
4226,"VP Duterte prods parents, local execs: Ensure 100% of youth are in schools",
4227,There’s one thing that Vice President and Education Secretary Sara Duterte wants from parents and local government leaders: ensure that 100 percent of the youth are attending schools.,
4228,P124.9-M Mega Lotto jackpot still up for grabs,
4229,"There was still no winner for the jackpot prize of Mega Lotto 6/45 which amounted to P124,970,728.40 during the evening draw of the  Philippine Charity Sweepstakes Office (PCSO) on Monday, April 24.",
4230,Pimentel to DOLE: Protect workers from extreme heat,
4231,"The Department of Labor and Employment (DOLE) should issue a directive to protect workers from the extreme summer heat, Senate Minority Leader Aquilino Pimentel III said on Monday, April 24.",
4232,VP Duterte’s office opens 8th satellite office in Isabela,
4233,"The Office of the Vice President (OVP) has a new satellite office; this time, in Cauayan City, Isabela.",
4234,"Use confidential funds to buy electric fans for public schools, Pimentel tells DepEd",
4235,"Senate Minority Leader Aquilino Pimentel III on Monday, April 24, suggested the distribution of electric fans at public schools to protect learners from the extreme summer heat being experienced in the archipelago.",
4236,Magnitude 5.1 quake jolts Agusan del Norte — Phivolcs,
4237,"A 5.1-magnitude earthquake struck Agusan del Norte around 5:32 p.m., Monday, April 24, said the Philippine Institute of Volcanology and Seismology (Phivolcs).",
4238,Pioneer study on treatment for 'rugby boys and girls' in progress — UP,
4239,"Scientists from the University of the Philippines (UP) are conducting a ""first-of-its-kind multidisciplinary study"" on the chemical, physical, and psychological effects of ""rugby"" on those who abuse its intended use.",
4240,Finally! DPWH moves to relocate electric posts in the middle of widened roads,
4241,"The electric posts, which render some of the government’s road-widening projects practically useless, will soon be relocated to where they are supposed to be.",
4242,"DOH records 3,148 new Covid-19 cases in the past week",
4243,"The Department of Health (DOH) reported on Monday, April 24, a total of 3,148 new Covid-19 cases that were recorded in the past week.",
4244,CSC issues rule on authority to dismiss 'defective' administrative cases,
4245,The Civil Service Commission (CSC) has released a resolution designating the Assistant Commissioner for Legal to issue orders dismissing administrative cases found to be defective based on technical grounds.,
4246,DICT assessing possible SIM registration extension,
4247,Will the SIM registration period be extended or not?,
4248,Here's why Senate sugar smuggling probe won't push through,
4249,The scheduled April 25 hearing of the Senate Blue Ribbon Committee on the alleged ‘’state-sponsored’’ smuggling of sugar will not push through.,
4250,"3 Filipinos rescued from Sudan amid clashes, more to follow — DFA",
4251,"Three Filipinos have already been evacuated from Sudan and over a hundred will follow after internal clashes among its troops erupted, an official of the Department of Foreign Affairs (DFA) said Monday, April 24.",
4252,VP Duterte visits 2 Negros Occ schools; here’s what she told students,
4253,"Vice President and Education Secretary Sara Duterte on Monday, April 24, gave two pieces of advice for Negros Occidental students during her visit to two schools there: study well so they can get good jobs and stay in school even if they get pregnant.",
4254,"Marcos to Pinoy athletes: If you need more help from gov't, tell me",
4255,"Recognizing that Filipino athletes are the country's ambassadors in sports, President Ferdinand ""Bongbong"" Marcos Jr. told them to reach out to him if they need more help towards a successful international stint.",
4256,"Salceda tells LWUA to step up, consolidate inefficient water districts",
4257,"Albay 2nd district Rep. Joey Salceda is pushing for the consolidation of water districts that are inefficient or non-operational amid what he described as an ""ongoing water crisis exacerbated by the El Nino phenomenon"".",
4258,Comply with SIM registration to avoid consequences – Sec Remulla,
4259,"Department of Justice (DOJ) Secretary Jesus Crispin C. Remulla on Monday, April 24, reminded the public to have their SIM (subscriber identity module) registered.",
4260,"PhilHealth urges LGUs, health facilities to be vigilant against vacation hazards",
4261,"The Philippine Health Insurance Corporation (PhilHealth) has urged local government units, health facilities, and the private sector to be conscious of safety and medical emergency protocols to ensure that accidents would be prevented and properly addressed.",
4262,PAF trainer aircraft involved in aviation accident in Batangas; 2 pilots safe,
4263,"A trainer aircraft of the Philippine Air Force (PAF) got involved in an accident while on a standard training flight at Fernando Air Base in Lipa City, Batangas on Monday morning, April 24.",
4264,SC sets work skeds for courts in areas under Covid-19 Alert Levels 1 and 2,
4265,The Supreme Court (SC) has ordered a 50 to 75 percent workforce from April 25 to April 30 in courts in areas under Covid-19 Alert Levels 1 and 2 as identified by the Inter-Agency Task Force for the Management of Emerging Infectious Diseases (IATF).,
4266,Dela Rosa believes Acorda can easily handle Negros Oriental problem,
4267,"Senator Ronald ‘’Bato’’ dela Rosa said he is confident that Police Major General Benjamin Acorda, the newly-minted",
4268,"Spoon, 'tabo', seasoning: Clarita Carlos' travel essentials make perfect sense",
4269,"Professor Clarita Carlos shared on Facebook Monday, April 24 her short list of travel essentials and travel tips, some of which you might find weird.",
4270,"Teachers to DepEd: Allow shorter class hours, wearing of ‘comfortable’ clothes amid extreme heat",
4271,"As some teachers and students suffer from extreme heat during in-person classes, a group urged the Department of Education (DepEd) to allow schools to implement “shorter” class hours and temporarily suspend the wearing of the official uniform for teachers during classes.",
4272,Gatchalian seeks LGUs’ automatic income classification to improve public services,
4273,Senator Sherwin Gatchalian is proposing a legislation that would institutionalize automatic  classification of local government units (LGUs) to improve public services.,
4274,"PhilSA to utilize EU-funded data sharing program in disaster response, food security projects",
4275,"The Philippine Space Agency (PhilSA) said on Monday, April 24, that it will utilize the European Union (EU)-funded satellite data sharing program, Copernicus Capacity Support Action Programme for the Philippines (CopPhil), to boost the country's disaster response and food security initiatives.",
4276,"Bill spares PUV drivers from paying driver's license application, renewal fees",
4277,A ranking congressman is pursuing the exemption of public utility vehicle (PUV) drivers from the payment of application or renewal fees when securing their professional driver’s license.,
4278,"Aside from Rep Teves, 3 or more persons may be designated ‘terrorists’ – Sec Remulla",
4279,"Three or more persons, aside from suspended Negros Oriental 3rd District Rep. Arnolfo “Arnie” A. Teves Jr., could be designated as “terrorists” for their role in the March 4 killings of Gov Roel R. Degamo and eight other persons in Pamplona town.",
4280,"Manila RTC postpones arraignment of six suspects in March 4 killings of Degamo, 8 other persons",
4281,"The Manila regional trial court (RTC) postponed the arraignment on Monday, April 24, of six suspects charged criminally for the deaths of nine persons, including Negros Oriental Gov. Roel R. Degamo, and injuries sustained by 17 others last March 4 in Pamplona town.",
4282,Marcos wants PH to produce own farm machineries,
4283,"President Ferdinand ""Bongbong"" Marcos Jr. wants the Philippines to manufacture its own farm machineries in order to lessen the country's reliance to imports.",
4284,Faulty faucet swamps NDRRMC warehouse in Pampanga; hygiene kits submerged,
4285,"A storage of non-food items of the National Disaster Risk Reduction and Management Council (NDRRMC) in Clark, Pampanga was flooded on Sunday, April 23, due to a damaged faucet.",
4286,PH-EU cooperation on space S&T to strengthen nation’s disaster resilience - Solidum,
4287,"Department of Science and Technology (DOST) Secretary Renato Solidum, Jr. believes the Copernicus Capacity Support Action programme for the Philippines (CopPhil) will strengthen the nation’s resilience to disasters and climate change.",
4288,'Napakahirap nito': Barbers applauds Acorda for taking on tough task,
4289,"Surigao del Norte 1st district Rep. Robert Ace Barbers gave props on Monday, April 24, to Police Major General Benjamin Acorda Jr. for accepting the very difficult task of Philippine National Police (PNP) chief.",
4290,"DSWD chief, British envoy to PH renew ties to fight hunger",
4291,"Department of Social Welfare and Development (DSWD) Secretary Rex Gatchalian met with British Ambassador to the Philippines Laure Beaufils, on Monday, April 24, to strengthen existing ties and discuss possible cooperation opportunities in reinforcing the social welfare workforce and fight against hunger in the country.",
4292,"PH taps EU satellite data to address disaster, climate change",
4293,"The Department of Science and Technology (DOST) and the Philippine Space Agency have teamed up with the European Union for a program that will help in disaster mitigation, climate change adaptation and food security strategies using earth observation satellites.",
4294,Marcos says PH now switching to surface water to ensure supply,
4295,President Ferdinand “Bongbong” Marcos Jr. said that the government is “slowly converting” its dependence on water supply to surface water from underground water as the country tries to mitigate the effects of El Niño.,
4296,Sandigan orders arrest of ex-Maguindanao Gov Datu Sajid Islam Uy Ampatuan,
4297,"The Sandiganbayan has ordered anew the arrest of former Maguindanao governor and now Shariff Saydona Mustapha town Vice Mayor Datu Sajid Islam Uy Ampatuan who failed to attend the promulgation last Feb. 9 of the decision that found him guilty of 126 counts of falsification of public documents, four counts of graft, and four counts of malversation of public funds.",
4298,Cong Abante favors direct sugar importation for industrial users; here's why,
4299,Manila 6th district Rep. Benny Abante is supporting proposals to allow industrial users to directly import sugar for their production needs as a way for them to mitigate the impact of El Niño.,
4300,"PDEA confiscates P720,000 marijuana in Quirino buy-bust",
4301,"Government anti-narcotics operatives seized P720,000 worth of dried marijuana leaves following the arrest of a 22-year old student in an April 22  buy-bust operation in Quirino province.",
4302,"Marcos' US visit agenda to focus on defense agreements, climate change aid",
4303,"President Ferdinand ""Bongbong"" Marcos Jr. and US President Joe Biden will discuss many salient topics of mutual interest to their countries when they meet in Washington next week.",
4304,"Public warned against fake social media pages, groups pretending to be PGH",
4305,Filipinos were alerted against fake social media pages and groups pretending to be the Philippine General Hospital (PGH) or any of its offices.,
4306,Senators welcome Acorda as newly appointed PNP chief,
4307,Senate President Juan Miguel Zubiri said he warmly  Police Major General Benjamin Acorda Jr.’s appointment as the new chief of the Philippine National Police (PNP).,
4308,"Marina hails launch of new ro-ro ferry to boost maritime tourism in Cebu, Bohol",
4309,"The Maritime Industry Authority (Marina) lauded on Monday, April 24, the launching of a new roll-on/roll-off (ro-ro) ferry by a pioneer  in the Visayas which is expected to boost the maritime tourism in Cebu and Bohol.",
4310,PBBM says stabilizing PH economy will take time,
4311,"President Ferdinand “Bongbong” Marcos Jr. said on Monday, April 24, s it would take a “little time” for it to stabilize the country's economy as his administration begins institutionalizing changes.",
4312,Bring back April-May school ‘summer’ break? Marcos says it’s not simple,
4313,"Reverting to the old April and May summer break in schools is not as simple as it sounds, said President Ferdinand ""Bongbong"" Marcos on Monday, April 24, in response to a  from a legislator and groups of concerned parents.",
4314,"Toxic red tide monitored in 4 areas in VisMin, BFAR says",
4315,The Bureau of Fisheries and Aquatic Resources (BFAR) has detected toxic red tide in the coastal waters of Bohol and three other areas in the Visayas and Mindanao.,
4316,"New PNP chief steady, can implement reforms --- Marcos",
4317,President Ferdinand “Bongbong” Marcos Jr. believes newly-installed Philippine National Police (PNP) chief Major General Benjamin Acorda Jr. is capable of implementing needed reforms and getting the PNP's job done.,
4318,"2 DPWH projects shield La Union, Pangasinan communities from heavy flooding",
4319,"The Department of Public Works and Highways (DPWH)  the construction of two flood control structures that are expected to ease flooding in Naguillan, La Union and Alaminos City, Pangasinan.",
4320,BIR reminds taxpayers of April 25 VAT-filing deadline,
4321,"The Bureau of Internal Revenue (BIR) reminded taxpayers that they have until Tuesday, April 25, to file and pay the quarterly value-added tax (VAT).",
4322,BI concerned over repeated interceptions of foreigners with fake travel papers,
4323,The Bureau of Immigration (BI) has expressed concern over the repeated interceptions of Senegalese nationals who were found to be using fraudulent travel documents.,
4324,"Tulfo coordinates with Palace, NEA on Occidental Mindoro energy crisis",
4325,Senator Rafael ‘’Raffy’' Tulfo is coordinating with Malacañang and the National Electrification Administration (NEA) in efforts to solve the Occidental Mindoro energy crisis.,
4326,DTI backs import tariff removal on electric vehicles,
4327,The Department of Trade and Industry (DTI) is backing the move to temporarily remove  import tariffs for electric vehicles (EVs) for a period of five years in a bid to encourage more Filipinos to use them.,
4328,"Go to LTO, DOTr: Address driver’s license plastic card shortage, pronto",
4329,"Senator Christopher ""Bong"" Go has called on the Land Transportation Office (LTO) and the Department of Transportation (DOTr) to work together and address the current shortage of plastic cards for driver's license in the country.",
4330,Will he attend? Barbers asks Mayo to join House probe on Tondo drug bust,
4331,"The House Committee on Dangerous Drugs is eyeing the participation of disgraced former police master sergeant Rodolfo Mayo Jr. in its  hearing Wednesday, April 26 on the controversial drug bust involving 990 kilos or P6.7 billion worth of “shabu"" last year.",
4332,Feast of Saint Mark the Evangelist on April 25,
4333,"Roman Catholics  on Tuesday, April 25, the Feast of Saint Mark the Evangelist (San Marcos Evangelista), the author of the second Gospel of the Holy Bible and the founder of Christianity in Africa.",
4334,Cong Ralph shows that he's a supportive hubby to Vilma,
