,Text,Annotate
232,MANILA – Immigration authorities on Wednesday arrested nine Vietnamese nationals for illegally working in three luxury spas located in the cities of Makati and Manila.,
233,"MANILA – Filipino and American troops participating in this year's ""Salaknib"" military exercises took a break from their war training and donated some 435 bags of blood on March 25.",
234,MANILA – Supreme Court (SC) Chief Justice Alexander Gesmundo on Wednesday assured the public that the high court would back the protection of individual rights as it ensures measures to protect public safety under special court rules being drafted for the full implementation of Republic Act (RA) 11479 or the Anti-Terrorism Act (ATA) of 2022.,
235,"PH, US air forces to revive drills after over 30-year pause",
236,US firms set to hire 75K Filipino seafarers,
237,MANILA – Joint operatives of the National Capital Region Police Office (NCRPO) and the Philippine Drug Enforcement Agency (PDEA) seized 575 kg. of suspected shabu with an estimated street value of PHP4 billion and arrested a Chinese national in Baguio City on Wednesday morning.,
238,DBM briefs Congress on PBBM Governance bill,
239,PBBM: PNP to conclude review on cops' possible drug links,
240,"MANILA – The arrest and subsequent deportation by Malaysian authorities of ranking Communist Party of the Philippines (CPP) leader, Eric Casilao, has sealed the collapse of the New People's Army (NPA) insurgency in the Davao Region, Armed Forces of the Philippines (AFP) spokesperson Col. Medel Aguilar said Tuesday.",
241,Marcos tells AFP to 'adjust accordingly’ to SCS row,
242,Transport strike shows need to enact motorcycle-for-hire bill,
243,"MANILA – With a unanimous 300 votes, the House of Representatives on Tuesday approved on third and final reading the measure seeking to institutionalize the automatic  classification of provinces, cities, and municipalities to boost the operation of local government units (LGUs), and bring about much-needed socio-economic benefits to local government personnel.",
244,MANILA – Three ranking police officials were included in the latest reorganization in the Philippine National Police (PNP).,
245,MANILA – The House of Representatives on Wednesday approved on third and final reading a bill mandating the Philippine Merchant Marine Academy (PMMA) to admit at least one cadet from each congressional district every school year  its freshman class to ensure the representation of all districts in graduating classes and widen the access to education of students from far-flung regions.,
246,Camp Crame-based police officers get new dormitory,
247,40K indigents receive PCSO medical aid in Jan-Feb,
248,Senate panel eyes inquiry on ICC probe vs. war on drugs,
249,MMDA lifts number coding scheme Monday due to transport strike,
250,"MANILA – Senator JV Ejercito on Monday proposed the relief of the entire police force in Region 7 (Central Visayas), which has jurisdiction over Negros Oriental, the province that Roel Degamo served as governor and where he was slain by a group of armed men who stormed his ",
251,"Leyte farmers receive loan assistance from DAR, LandBank",
252,"Study-for-work, more schools proposed to address nurses' shortage",
253,"MANILA – Warm and humid weather may be experienced across the archipelago on Wednesday, the weather bureau said.",
254,PBBM eyes program for hybrid rice production to boost crop yield,
255,House panel OKs magna carta of benefits for PDEA personnel,
256,MANILA – The family lawyer of the late Negros Oriental Governor Roel Degamo said they will be filing more cases soon in relation to about 60 killings in the province.,
257,Comelec chief: Cavite special polls peaceful so far,
258,MANILA – A measure extending the deadline of the estate tax amnesty for another two years  level at the House of Representatives.,
259,"MANILA – The Philippine National Police (PNP) said it is now focusing its investigation on so-called ""main players"" who have assisted the gunmen in the killing of Negros Oriental Governor Roel Degamo and eight others last March 4.",
260,"PH, US troops in 'Salaknib' drills donate 435 bags of blood",
261,High voter turnout seen in Marawi plebiscite,
262,MANILA – The weather bureau on Wednesday forecast warm weather with isolated rain showers to prevail across the country.,
263,"MANILA – The latest batch of victims of human trafficking from Bangkok, Thailand is now in the country, the Bureau of Immigration (BI) reported on Tuesday.",
264,Ople off to Cairo to assist displaced OFWs from Sudan,
265,CSC hails country’s ‘heroic’ nutrition workers,
266,House passes gov’t rightsizing bill,
267,Marcos leads launch of 1st Kadiwa ng Pangulo in Bicol,
268,Daily average of new Covid-19 infections up by 10%,
269,DICT: Phone users have 30 days left for SIM registration,
270,"MANILA – The Archdiocese of Manila called on the faithful to return to the churches and join in the holy celebration, especially every Sunday.",
271,Japan mulls maritime cooperation; no plans yet on SCS patrols,
272,Disposal of wasted Covid-19 vaccines safe: DOH,
273,PCO reveals new logo to symbolize faster news delivery,
274,"BI warns anew vs. illegal recruiters, intercepts 4 victims",
275,MANILA – President Ferdinand Marcos Jr. called business process outsourcing  Atento's plan to establish its first call center in the Philippines a step in the right direction as “Filipinos speak and write the best English.”,
276,"DOE eyes DST, work-from-home to save electricity",
277,Japan supports expansion of black garlic production in PH,
278,"MANILA – President Ferdinand R. Marcos Jr. on Monday led the inauguration of the first section of the PHP23.2 billion North Luzon Expressway (NLEX) Connector from Caloocan to España, hopeful that the project would  “within the target time frame.”",
279,"MANILA – President Ferdinand R. Marcos Jr. on Monday led the launch of the “Kadiwa ng Pangulo” program at the Cebu Provincial Capitol grounds in Cebu City, the rebranded version of the “Kadiwa ng Pasko” bazaar that sells food and agricultural products at a cheaper price.",
280,'Build Better More' program showcased in Tokyo forum,
281,"MANILA – The Manila Water Company (Manila Water) on Monday announced that its customers in some parts of Makati City, Quezon City, San Juan City and Binangonan in Rizal province will experience water interruption due to service improvement activities from April 20 to 22 and 24-25.",
282,MANILA – The chair of the House Committee on Constitutional Amendments on Wednesday said the existing economic restrictions in the 1987 Constitution have counteracted the structural reforms that were introduced to further liberalize the Philippine economy.,
283,MANILA – Operatives of the Philippine National Police's (PNP) anti-scalawag unit arrested a female officer in Makati City for extorting money from cops who are seeking transfer of assignments.,
284,PH Air Force 'Black Hawks' spearhead Zambales air assault drills,
285,"MANILA – The ""Klabarzon"" society in Region 4A vowed on Thursday to improve the trade and housing industries of Laguna as it brought officials from the Department of Trade and Industry (DTI) and National Housing Authority (NHA) to introduce the various programs of the agencies and how they can help in the development of the province during its second town hall meeting on public policy held at the Rizal Shrine in Calamba town.",
286,"MANILA – Malaysian Prime Minister Dato’ Seri Anwar Ibrahim, a scholar on Dr. Jose Rizal’s works, has cited the Philippine national hero in calling on members of the Association of Southeast Asian Nations (ASEAN) to stay true to the bloc’s key ideals -- stand up for justice and rule of law -- amid the ongoing Myanmar crisis.",
