,Text,Annotate
3766,The Movie Television Review and Classification Board (MTRCB) on Tuesday reminded drivers and operators that only television shows and movies with “G” and “PG” ratings should be played in public utility vehicles (PUVs).,
3767,The Global Terrorism Index (GTI) 2023 results showed the Philippines is the second most affected country by terrorism in the Asia-Pacific region with a score of 6.328 or medium impact.,
3768,"The Philippine National Police (PNP) announced they would deploy 59,587 police officers to ensure public safety and peace during Monday's Labor Day celebrations.",
3769,"The Department of Health reported 177 new COVID-19 cases nationwide on Easter Sunday, the lowest tally in four days.",
3770,"An ""organization"" of seven to 10 people may be behind the killings in Negros Oriental that the government is currently investigating, Justice Secretary Jesus Crispin Remulla said on Friday.",
3771,Department of Health (DOH) officer-in-charge Maria Rosario Vergeire on Wednesday announced that the general population would now be allowed to receive the second COVID-19 booster shots.,
3772,"As the oil spill response continued in Oriental Mindoro's Naujan town, the owner of the MT Princess Empress on Saturday said the remotely operated vehicle (ROV) contracted from Japan  its survey of the sunken motor tanker.",
3773,VP Duterte wants stop to Philippine education’s ‘further deterioration’,
3774,House panel approves bill protecting labor unions from interference,
3775,"Former Senator Juan Ponce Enrile, his ex-chief of staff Jessica “Gigi” Reyes, and other co-accused in 15 counts of graft cases over the use of Priority Development Assistance Fund questioned the authenticity of Commission on Audit (COA) documents presented by state lawyers on Thursday's hearing at the Sandiganbayan.",
3776,"Senator Robin Padilla on Friday advised Negros Oriental Representative Arnolfo “Arnie” Teves Jr. to return to the Philippines to defend himself on the cases filed against him, as well as the allegations linking him to the killing of Negros Oriental Governor Roel Degamo.",
3777,"The Department of Health on Saturday reported 199 new COVID-19 infections, while the active tally went down to 10,038.",
3778,"The Philippines has no plan to go against any country when it beefed up its defense cooperation with the United States, Ambassador to the US Jose Manuel Romualdez said on Friday.",
3779,The Philippine Port Authority’s (PPA) board members have yet to see clear benefits from its new order seeking to implement an additional container monitoring system.,
3780,DOT urged to review Nayong Pilipino projects amid looming fund depletion,
3781,CHED to work with MARINA in implementing reforms suggested by EU for Filipino seafarers,
3782,"Philippine National Police (PNP) chief Police General Rodolfo Azurin Jr. on Thursday advised his successor to be strong and brave, saying “not to be afraid of who gets caught and who gets hurt.”",
3783,The Department of Trade and Industry (DTI) said Saturday that Chinese investments and trade with the Philippines had continued amid the territorial tensions between both countries.,
3784,Bato eyes probe on ‘recycling’ of seized drugs,
3785,Sandiganbayan clears Ruffy Biazon of direct bribery raps in pork barrel scam,
3786,"The Department of Justice (DOJ) is looking into more than 10 reports of killings in Negros Oriental, Justice Secretary Jesus Crispin Remulla said Friday.   Remulla, who visited the wake of Negros Oriental Governor Roel Degamo on Wednesday, previously said officials were seeing a “pattern of impunity” in the province.   “I think that a lot of people  out with information about past cases, but we have to process them properly. We have to look at the evidence. We have to look at the statements. But we’ll look at them one by one,” Remulla said in an ambush interview.   “Kasi ano to eh, ito yung mga reklamong dumating sa amin nung pumunta kami sa wake (We received  when we went to the wake). And they informed us about what was happening in Negros Oriental, in Bayawan City, in Dumaguete, and other areas,” he added.",
3787,"In preparation for a possible disaster that may hit the Philippines, the Office of Civil Defense (OCD) will formulate earthquake-related protocols based on the insights of the Philippine Inter-Agency Humanitarian Contingent (PIAHC) deployed to Turkey.",
3788,OTS: Airport screening officers relieved from duty for alleged extortion,
3789,Marcos: Time to make maritime industry a top priority,
3790,"The Department of Education (Deped) has made an alteration to the national pledge Panatang Makabayan, changing the terminology “nagdarasal” to “nananalangin.”",
3791,The Office of the City Prosecutor of Manila has ordered the release of two student activists who were arrested on Tuesday following a rally before the US Embassy.,
3792,Arnie Teves says another property raided,
3793,"A pioneer of marine biodiversity and marine conservation, Dr. Angel Chua Alcala, has died on Wednesday at the age of 93, Silliman University (SU) announced.",
3794,Philippine National Police - Drug Enforcement Group (PDEG) director Police Brigadier General Narciso Domingo on Tuesday said he and nine other police officers will file for a leave of absence to give way to the investigation into the P6.7-billion shabu case.,
3795,DOJ wants cases vs. 4 Japanese dismissed to facilitate deportation,
3796,Senator Jinggoy Estrada has filed a bill seeking to require public  entities (PTEs) and internet service providers (ISPs) to refund subscribers if service interruptions have accumulated at least 24 hours in a month.,
3797,"The Department of Health recorded 261 new COVID-19 cases on Thursday, while the active tally went up to 9,231.",
3798,Authorities gathered more evidence at the residence where the apparent hazing of Adamson University student John Matthew Salilig took place.,
3799,"BI: 45,000 arrivals recorded on Easter Sunday",
3800,DOH logs 913 fresh COVID-19 cases from Feb. 27-Mar. 5,
3801,The Philippine Coast Guard (PCG) on Wednesday said it is checking the validity of the Certificate of Public Convenience (CPC) of MT Princess Empress following questions that it sailed without such permit.,
3802,Marcos condemns Negros Oriental Gov. Degamo assassination,
3803,DFA chief Manalo meets key Chinese diplomat on Ayungin laser incident,
3804,DOT targets to have 4.8 million tourists visiting Philippines in 2023,
3805,"Pamplona Mayor Janice Degamo, wife of slain Negros Oriental Governor Roel Degamo, expressed disappointment on Friday over the Senate public order and dangerous  decision to allow suspended Negros Oriental Representative Arnolfo ""Arnie"" Teves Jr. to virtually attend its  hearing.",
3806,"DOH posts 166 new COVID-19 infections; active tally at 9,308",
3807,Japan oil removal and control experts to fly to Philippines on Friday,
3808,"The Philippine Statistics Authority (PSA) has dispatched 23 million physical versions of the Philippine Identification System (PhilSys) identification cards, an official said Wednesday.",
3809,"Over P18 million worth of marijuana, marijuana oil seized in balikbayan box",
3810,"The Inter-Agency Task Force for the Management of Emerging Infectious Diseases (IATF) on Sunday said it has placed Benguet and 25 other areas under Alert Level 2 from April 15 to 30, 2023 as part of the COVID-19 response.",
3811,Several militant groups on Tuesday gathered in front of the United States Embassy and protested against the Balikatan military exercise.,
3812,Speaker Martin Romualdez of Leyte on Friday called on Negros Oriental Representative Arnie Teves  back to the Philippines and face the  filed against him.,
3813,PNP: Recent spate of ambushes on local officials isolated cases,
3814,Pag-IBIG home loan releases up 14% in first quarter of 2023,
3815,2022 Bar Exam passers,
3816,"While acknowledging the importance of electric vehicles in addressing climate-related issues, environmental groups on Thursday said its introduction to public needs support from the government in terms of power generation and policy-making.",
3817,"Deadline for SIM card registration still April 26, says DICT's Uy",
3818,Marcos wants 83 maritime schools reevaluated in 2 years,
3819,"There was no need to amend the 1987 Constitution to allow the entry of more foreign capital because existing laws and constitutional provisions were already generous to foreigners, progressive group Anakpawis said Monday.",
3820,EU MPs visit De Lima on eve of 6th anniversary in detention,
3821,"The Bureau of Corrections has filed  including plunder and malversation of public funds, against suspended BuCor chief Gerald Bantag.",
3822,"The Bureau of Customs (BOC) on Monday said it has discovered P150 million worth of suspected smuggled agricultural products in six warehouses across Metro Manila, which have since been padlocked by the agency.",
3823,"As the Philippines braces for the onset of the El Niño phenomenon, the National Water Resources Board (NWRB) asked the public to do its part in conserving the water supply.",
3824,"Philippines logs 121 new COVID-19 cases; active tally at 9,230",
3825,Philippine airspace will be shut down on May 17 to give way for maintenance activities on the country’s air traffic management system to avoid a repeat of the infamous New Year’s Day shutdown.,
3826,A group of coconut farmers and advocates on Thursday expressed disappointment over the Supreme Court (SC) decision junking the graft charges filed against former Senator Juan Ponce Enrile and several other personalities involved in the alleged misuse of the P840 million Coconut Industry Development Fund (CIDF) or coco levy funds.,
3827,Bato to Catapang: Keep an eye on BuCor personnel,
3828,MIAA reports 81.53% on-time performance on April 5,
3829,The Commission on Elections (Comelec) en banc has affirmed the junking of the disqualification case against Senator Raffy Tulfo.,
3830,Romualdez: Zubiri says he ‘will keep open mind’ on Cha-cha,
3831,"DOH logs 86 new COVID-19 cases; active tally hits 9,203",
3832,"The Office of Civil Defense said Saturday that all 82 members of the Philippine inter-agency humanitarian contingent deployed to Turkey are in good health, and are set to return to the country on March 1.",
3833,"The camp of former vice presidential candidate Walden Bello on Monday called on Justice Secretary Jesus Crispin Remulla to ""walk the talk"" in speeding up the justice system as it urged him to act on a petition for review filed in August 2022.",
3834,Fratmen linked to Salilig hazing case plead not guilty,
3835,The lawyer of suspended Negros Oriental Representative Arnolfo “Arnie” Teves Jr. said that certain indications led him to believe that proceedings in the preliminary investigation into the killing of Negros Oriental Governor Roel Degamo will be a kangaroo court.,
3836,"Majority of the Filipinos are satisfied with the performance of President Ferdinand “Bongbong” Marcos Jr.'s administration, according to a report on “24 Oras” on Wednesday.",
3837,"Philippines, US to expand maritime cooperation but not limited to joint patrols",
3838,"The Department of Education is studying the inclusion of topics such as the West Philippine Sea dispute, LGBTQ issues, and human rights in the social studies curriculum in senior high school.",
3839,"One of the three representatives of the ACT-CIS party-list to the House of Representatives has resigned, House Majority Leader Mannix Dalipe announced at Wednesday’s plenary session.",
3840,IBP urges authorities to probe attack on lawyer in Abra,
3841,"The Philippines recorded 200 new COVID-19 infections on Friday, while the number of active cases rose to 10,094, according to the Department of Health.",
3842,"WASHINGTON — President Ferdinand ""Bongbong"" Marcos Jr. said there is no sector that was not touched by the partnership between the Philippines and the United States.",
3843,DOH: 29.5% of Filipino kids under 5 stunted,
3844,House serves Rep. Arnie Teves with suspension order,
3845,"The House of Representatives on Monday adopted House Resolution  actress Dolly de Leon for winning Best Supporting Actress in Los Angeles Film Critics Association and in Sweden’s Guldbagge Awards for her performance in the movie ""Triangle of Sadness"", among other international recognitions.",
3846,Marcos to assert importance of ASEAN 'centrality' during Summit - DFA exec,
3847,"The COVID-19 positivity rate in the National Capital Region (NCR) climbed to 3% as of March 15, according to independent monitoring group OCTA Research on Friday.",
3848,"Marcos on Tokyo meetings: Very specific, each has purpose",
3849,DOH not keen on recommending lifting of COVID-19 public health emergency,
3850,Puerto Galera still unaffected by Mindoro oil spill —mayor,
3851,"The number of new COVID-19 cases recorded in the Philippines in the past week reached nearly 2,000, according to the Department of Health’s (DOH) data on Monday.",
3852,WASHINGTON—President Ferdinand Marcos Jr. is as “concerned as you could be” as regards China’s actions in the South China Sea.,
3853,A retired Court of Appeals (CA) justice  the  that will review the courtesy resignations of senior Philippine National Police (PNP) officials.,
3854,Marcos cites need to develop systems vs. cyberattacks,
3855,"Philippines, US to test ‘combat-ready’ force in biggest Balikatan exercise",
3856,Water level at Angat Dam remains 'normal' —NWRB exec,
3857,Bantag et al get warrants of arrest over Percy Lapid killing,
3858,The House Committee on Appropriations Chairman on Wednesday called for the use of solar panels in farms and the simultaneous application of fertilizers and irrigation to boost agricultural productivity.,
3859,"The Senate on Monday approved on third and final reading a bill that condones all loans including interests, penalties, and surcharges of farmers who were awarded agricultural lands under the Comprehensive Agrarian Reform Program.",
3860,The interoperability exercise between the United States and the Philippine Air Forces known as Cope Thunder is underway.,
3861,"President Ferdinand ""Bongbong"" Marcos Jr. on Monday vowed to fulfill and enforce peace agreements in the Bangsamoro region.",
3862,PUV fare discount to cover select routes outside NCR —DOTr,
3863,Hontiveros seeks justification on issuance of latest sugar order,
3864,"New grads lack ‘soft skills,’ vulnerable to scams —CHR report",
3865,"De Lima camp awaits bail petition resolution after ‘fast, short’ hearings",
3866,Speaker Romualdez: Arnie Teves refuses to return home at this time,
3867,The Department of Health (DOH) said Tuesday it is not considering proposing the mandatory wearing of face masks anew amid the increasing number of new COVID-19 infections.,
3868,"Speaker Martin Romualdez has assumed the role of caretaker of the third district of Negros Oriental, represented by suspended lawmaker Arnolfo “Arnie” Teves Jr.   “The undersigned shall act as the legislative caretaker of the third district of Negros Oriental for the period March 23, 2023, to May 22, 2023. This order takes effect immediately,” the memorandum order signed by Romualdez on March 23 read.",
3869,"As the  the 124th anniversary of the start of the Philippine-American War, House Deputy Minority Leader France Castro on Saturday criticized the agreement between the Philippines and the United States to accelerate the the full implementation of the Enhanced Defense Cooperation Agreement (EDCA).",
3870,Commission on Elections Chairman George Garcia on Wednesday appealed to Congress for Comelec to be given the power to regulate advertising agencies during an election period.,
3871,"The Philippines was ranked as a “middle power” in Asia after placing 16th out of 26 countries  power, according to the 2023 Lowy Institute Asia Power Index.",
3872,Marcos wants continuous health allowances for medical personnel sans state of calamity,
3873,Marcos mourns death of ex-DFA chief del Rosario,
3874,DOH eyes arrival of first batch of donated COVID-19 bivalent jabs by end of March,
3875,Marcos cites Japan's role in Ph's infra development,
3876,"Two persons who allegedly sought investments for the hauling of scrap materials from a geothermal plant in Tiwi, Albay have been arrested by police.",
3877,"Senate bill allows Pinoys over the age of 80 to receive portion of P100,000 cash gift for centenarians",
3878,"The tons of confiscated smuggled sugar are targeted to be sold at Kadiwa stores in  month, the top official of the Sugar Regulatory Administration (SRA) said Friday.",
3879,Senator Robin Padilla on Tuesday said he is open to amend the political provisions of the 1987 Constitution through constitutional convention (con-con) if the public says so.,
3880,"The issue on the West Philippine Sea was among the topics tackled during the bilateral meeting between President Ferdinand ""Bongbong"" Marcos Jr. and Czech Republic Prime Minister Petr Fiala on Monday.",
3881,"DOJ, UPPAF sign MOU for competition reform",
3882,"New witness in De Lima trial done with testimony, promulgation to push through May 12 —lawyer",
3883,"WASHINGTON - The top defense and diplomatic officials from the US and Philippines agreed on Tuesday  a road map on US security assistance to the Philippines in the next five to 10 years, US Defense Secretary Lloyd Austin said on Tuesday.",
3884,"Solon backs proposal to merge arts, social studies, PE into one subject for Grades 1–3",
3885,"President Ferdinand Marcos Jr. will also pursue the Philippines' economic agenda aside from discussing defense and security when he goes to Washington for an official visit, a foreign affairs official said on Friday.",
3886,"The Department of Health (DOH) recorded 128 new COVID-19 cases on Saturday, while the active tally went down to 9,520.",
3887,Justice Secretary Jesus Crispin Remulla on Friday said they are seeking to establish guidelines that will prevent settlement in cases of incestuous rape and child abuse.,
3888,Catapang wants a ‘Global City’ BuCor headquarters,
3889,The Philippine Coast Guard (PCG) on Monday said it has deployed search and rescue (SAR) teams to find a missing Taiwanese-flagged fishing vessel.,
3890,The Senate Committee on Public Order and Dangerous Drugs on Wednesday cited in contempt a police officer who is being linked to an assassination attempt in Dumaguete for his apparent failure to answer their questions.,
3891,COVAX bivalent jab donations ‘on hold' —Vergeire,
3892,"The Commission on Human Rights (CHR) on Thursday said it launched a motu proprio investigation on the killing of Aparri, Cagayan Vice Mayor Rommel Alameda and five others in Nueva Vizcaya.",
3893,"Instead of Malacañang, the nine-day protest march of an indigenous people (IP) group opposing the construction of Kaliwa Dam ended in Mendiola, Manila, Cedric Castillo reported on “24 Oras” on Thursday.",
3894,Villanueva confident other senators will back report seeking ban on POGOs,
3895,Tracker teams formed to pursue suspects linked to missing sabungeros,
3896,"Senator Alan Peter Cayetano on Tuesday suggested creating the sovereign fund first before establishing the Maharlika Investment Corporation (MIC).   ""Given the doubts, given the criticisms, the administrative [work], and putting the money together, you could create in two [or] three months the Maharlika Fund in the existing funds, then test it a year or three years already,"" Cayetano said in an interview with reporters.   ""So by that time, midterm pa lang, 2026, kung talagang nagwo-work at talagang maganda at nakikinabang ang Pilipino, it would be an easy way to pass the corporation,"" he added.   (So by that time, around midterm in 2026, if it works and is proven beneficial to Filipinos, it would be easy to pass the corporation.)",
3897,Senator Risa Hontiveros on Thursday floated possible administrative and criminal charges against Senior Agriculture Undersecretary Domingo Panganiban over the importation of 260 20-foot containers of sugar from Thailand.,
3898,Senator Raffy Tulfo is seeking a Senate investigation into what he called an “anti-poor” process of getting a driver’s license in the Philippines.,
3899,LTO extends validity of expiring driver’s licenses until Oct. 31,
3900,DICT identifying gaps in SIM card registration process —Sec. Uy,
3901,House Deputy Minority Leader France Castro on Thursday called on the Senate and the Government Service Insurance System (GSIS) support the passage of the bill lowering the optional retirement age of government workers from 60 to 56 years old.,
3902,President Ferdinand “Bongbong” Marcos Jr. on Sunday said he will relay to US President Joe Biden his willingness to forge an even stronger relationship with the superpower country.,
3903,The Syrian government is seeking assistance and donations from the Philippines following the massive earthquakes that killed thousands in Syria and Turkey earlier this month.,
3904,"Compensation hike for victims of unjust imprisonment, violent crimes sought",
3905,"The result of the investigation into the construction of the MT Princess Empress could be released this month, Maritime Industry Authority (MARINA) administrator Hernani Fabia said on Tuesday.",
3906,"The senators want to see first the effects of the three new economic laws before supporting moves to amend the so-called restrictive economic provisions of the 1987 Constitution, Senate Majority Leader Joel Villanueva said Friday.",
3907,"Transport cooperatives are finding it difficult to shift to modern jeepneys as they can only buy a limited number of the expensive modern units, Oscar Oida reported Friday on “24 Oras.”",
3908,"Retrieval team had a hard time recovering the bodies of the four people inside the Cessna plane that crashed in an area on the westside slope of Mayon Volcano, Mayor Carlos Baldo of Camalig, Albay said Saturday.",
3909,The Catholic Bishops' Conference of the Philippines (CBCP) has replaced the Oratio Imperata or obligatory prayer for protection amid the COVID-19 pandemic.,
3910,"Six coastal areas in the country were found to be positive for Paralytic Shellfish Poison or toxic red tide beyond the regulatory limit, the Bureau of Fisheries and Aquatic Resources (BFAR) said Thursday.",
3911,"President Ferdinand ""Bongbong"" Marcos Jr. has signed an executive order renaming the Presidential Complaint Center (PCC) as Presidential Action Center (PAC).",
3912,"The Office of the Presidential Adviser on Peace, Reconciliation and Unity (OPAPRU) and the Department of Social Welfare and Development (DSWD) on Tuesday vowed to provide P100,000 cash assistance to each  Moro Islamic Liberation Front  for their socioeconomic development.",
3913,"New EDCA sites to enhance efforts vs external, internal threats — DND, AFP",
3914,"Malacañang on Monday confirmed that President Ferdinand Marcos Jr. and First Lady Louise ""Liza"" Araneta-Marcos accepted the invitation to attend the coronation of His Majesty King Charles III and Her Majesty The Queen Consort.",
3915,Senator Ronald “Bato” Dela Rosa on Saturday said suspended Negros Oriental Representative Arnolfo “Arnie” Teves  to attend a Senate investigation virtually was an opportunity to ask him important questions.,
3916,"The Armed Forces of the Philippines has declined to give  on the near-collision incident between a Chinese Coast Guard ship and a Philippine Coast Guard (PCG) vessel, carrying journalists, in the Spratly Islands in the disputed South China Sea.",
3917,Abalos on Teves’ ‘script’ allegation: We have strong evidence vs. mastermind,
3918,The Philippine National Police (PNP) is now looking into possible violations and lapses in the reported leak of its database.,
3919,Panel recommends admin charges vs. 4 senior PNP officials over alleged drug links,
3920,Marcos says Japan trip not a vacation,
3921,"Pamplona Mayor Janice Degamo, widow of slain Negros Oriental Governor Roel Degamo, said on Sunday she had appealed to Congress to have Negros Oriental Representative Arnolfo Teves Jr. dismissed as a member of the House of Representatives.",
3922,Japan PM announces visa exemptions for Philippine gov't officials,
3923,"WASHINGTON —President Ferdinand “Bongbong” Marcos Jr. said Thursday (Washington time) that there had been  during the ""previous administration"" in the war on illegal drugs, which he said focused too much on law enforcement.",
3924,Senator Nancy Binay on Tuesday said it is not ideal to build the new facility of the Bureau of Corrections (BuCor) at the Masungi Georeserve in Rizal.,
3925,DOTr to raise subsidy for modern jeepneys to P260K,
3926,"Proposed automated election system for 2025 allows quick verification of ballots, ERs — Garcia",
3927,"Several women leaders, youth groups, and other organizations on Wednesday marched in protest calling for women’s rights  of  International Women’s Day.",
3928,Crewman on nearby boat recounts Basilan ferry fire rescue,
3929,Remulla orders prosecutors to take active role in case build-up in certain crimes,
3930,"Around 14,000 individuals affected by the oil spill off Naujan, Oriental Mindoro, will benefit from the government's cash-for-work program, an official of the Department of Social Welfare and Development (DSWD) said Friday.",
3931,Philippines logs 171 new COVID-19 infections,
3932,The Department of Transportation (DOTr) on Friday said that driver’s license cards would be available for delivery by July if the procurement process goes as planned.,
3933,"The Philippine Coast Guard (PCG) will not be deterred after Filipino and Chinese vessels nearly crashed off Spratly Island, the Department of Transportation (DOTr) said Monday.",
3934,NAIA’s new electrical system won’t necessarily cost P1 billion —Recto,
3935,Zubiri: Senate to prioritize LEDAC bills over Cha-cha,
3936,"The Department of Education (DepEd) has no plan to move back to April and May the summer vacation of students despite the hot weather, its spokesperson Michael Poa said on Wednesday.",
3937,"Around 200,000 first time job hunters have availed of the government’s program for free pre-employment documentary requirements, an official of the Department of Labor and Employment (DOLE) said.",
3938,"The Department of Health logged 185 new COVID-19 cases on Sunday, bringing the nationwide caseload to 4,078,994.",
3939,US Defense chief Austin arrives in PH to meet with Galvez,
3940,"Philippines, Australia agree to more defense cooperation, joint patrols",
3941,No communication from Teves despite expiration of travel authority —Speaker Romualdez,
3942,"The Bureau of Customs (BOC) said on Saturday it seized P104 million worth of illegally imported onions, sugar, and cigarettes during a series of inspections at the Manila International Container Port (MICP).",
3943,"President Ferdinand ""Bongbong"" Marcos Jr. said Thursday the military should not just be ""warfighters"" but also ""peacemakers"" amid the new approach being enforced  rebels.",
3944,Marcos to Congress: Include housing interest subsidy in annual budget,
3945,"The number of index crimes in the country fell 16% in the first three months of 2023, government data showed Saturday.   Citing data from the Philippine National Police (PNP), Department of the Interior and Local Government (DILG) Secretary Benhur Abalos said 7,865 index crimes were reported from January 1 to March 25, 2023, down 16% from the 9,375 crime incidents in the same period last year.   Carnapping of motor vehicle cases dropped from 82 last year to 48 this year, representing a 41.46% decrease, while cases of physical injuries went down from 1,339 to 898, for a 32.94% decrease.",
3946,"The Manila International Airport Authority (MIAA) reported an airline on-time performance (OTP) of 81.53% on Wednesday, April 5, with 1.2 million passengers expected over the Lenten break.",
3947,The  on women and gender equality on Wednesday approved a measure amending the Anti-Violence Against Women and Children law by including  using social media platforms or electronic violence.,
3948,The House of Representatives on Tuesday has approved on second reading a bill allowing married women to retain their maiden surname.,
3949,DOH detects 44 new cases of Omicron subvariants,
3950,"CHR seeks gov’t reparations, Japanese apology for ‘comfort women’",
3951,"The House ways and means panel on Tuesday approved a bill extending the period of availment of estate tax amnesty from June 15 this year to June 14, 2025.",
3952,The Philippines on Friday called on China anew to respect the legal rights of the country to conduct maritime patrols after a Chinese coast guard ship cut a Philippine patrol vessel off the Spratly Islands in the West Philippine Sea (WPS).,
3953,DOH sees delays in arrival of bivalent jabs due to lapse of state of calamity,
3954,Remulla gets text message from Arnie Teves,
3955,Philippine National Police (PNP) chief Police General Rodolfo Azurin Jr. vowed Monday there will be no cover up in their investigation into the supposed absence of some police security during the fatal attack on Negros Oriental Governor Roel Degamo.,
3956,"The Philippine Coast Guard said Saturday that it will follow proper channels in releasing any information on its operations in the West Philippine Sea (WSP), to avoid weakening the county's position on matters concerning foreign policy.",
3957,International Criminal Court (ICC) prosecutor Karim Khan has asked the ICC Appeals Chamber to reject the Philippine government’s appeal of the decision to authorize the resumption of the probe on drug war killings in the Philippines.,
3958,Bato assures Teves: Senate hearing on Degamo case won't be a 'kangaroo court',
3959,"The separate raids conducted in 24 warehouses located in Manila and Malabon that yielded allegedly smuggled agricultural products, including onions, were among the various operations organized by authorities in the last few weeks.",
3960,BBC chairman resigns over loan to Boris Johnson,
3961,"The bank that allegedly certified Global ComRCI, a Philippine Amusement and Gaming Corporation third-party auditor for Philippine Offshore Gaming Operations (POGO), denied issuing such a certification, Senator Sherwin Gatchalian said in a Friday statement.",
3962,Senate Majority Leader Joel Villanueva is urging the government to include the agricultural insurance woes of farmers in its plans to mitigate the expected impact of the El Niño phenomenon in the country.,
3963,All of the accused in the death of Adamson University student John Matthew Salilig on Wednesday pleaded not guilty to hazing charges before the Biñan Regional Trial Court.,
3964,Forty-nine officials and personnel of the Philippine National Police (PNP) were found to have criminal and administrative liability in connection with the 990-kg shabu confiscated in Manila last year.,
3965,Interior and Local Government Secretary Benhur Abalos cites the recent number of illegal drugs confiscated by the Philippine National Police (PNP) in its efforts to go after syndicates and not just small suspects.,
3966,"Senator Francis Tolentino on Sunday called on the Department of Foreign Affairs (DFA) to be cautious on the planned discussions with China on a possible joint oil and gas exploration effort in the West Philippine Sea, warning that an agreement could lead to increased Chinese presence in the territory.",
3967,Rodriguez to Zubiri on Cha-cha: Give us some good faith,
3968,CHED to discuss with SUCs possible return service for nursing grads,
3969,Number of people sick due to Mindoro oil spill rises to 191 —DOH,
3970,"Sara Duterte, Robin Padilla take oath as PMA Class of 2002 honorary members",
3971,"Senator Ronald “Bato” dela Rosa on Monday said that the ""makeshift"" firing range within the property of former Negros Oriental governor Pryde Henry Teves is illegal.",
3972,"Groups hold protest on Labor Day, call for wage hike",
3973,Metro Manila’s COVID-19 positivity rate jumps to 18.8% —OCTA,
3974,The Commission on Higher Education (CHED) said Monday that it is ready to coordinate with maritime schools and the Maritime Industry Authority (MARINA) to implement reforms suggested by the European Union (EU) to ensure that Filipino seafarers can continue to work on foreign vessels.,
3975,"The Philippine government is inclined to continue and increase the presence of Kadiwa stalls in the country as this will address food crisis and the high prices  President Ferdinand ""Bongbong"" Marcos Jr. said on Monday.",
3976,DA Senior Usec. Panganiban takes over as SRA OIC,
3977,"An official from the Department of Foreign Affairs (DFA) on Wednesday said the issue  women is not expected to be raised during President Ferdinand ""Bongbong"" Marcos Jr.'s working visit to Japan next week.",
3978,Marcos on his Holy Week: Good time to take a breath,
3979,"Oath-taking of 2022 Bar passers set on May 2, 2023 —SC",
3980,Leyte 4th District Representative Richard Gomez on Thursday said House Speaker Martin Romualdez has agreed to go with the Senate’s move to change the 1987 Constitution through a constituent assembly (con-ass).,
3981,Salceda: 8.7% inflation rate to go down ‘but there's a floor’,
3982,Local government units that are affected by the massive oil spill from MT Princess Empress  the shipowner to pay for the damages to  Senator Jinggoy Estrada said.,
3983,A burglary attempt at a residence in Marikina City was foiled after the would-be victims’ pet dogs made so much noise that they alerted their fur parents.,
3984,"PCG needs more patrol vessels, says exec",
3985,SWS: 49% of Filipinos say quality of life will improve in 2023,
3986,"Following the overpriced laptop fiasco, the Department of Education (DepEd) on Wednesday said that it will investigate another allegation claiming that the agency purchased overpriced cameras in 2019.",
3987,Alleged sugar smugglers slapped with charges —DA,
3988,The National Anti-Poverty Commission (NAPC) on Tuesday called on the public to help government programs alleviate the poverty in the country.,
3989,"Justice Secretary Jesus Crispin Remulla on Tuesday said the government is working on a rule that will allow prosecutors to work with police personnel, similar to a district attorney.",
3990,"The Philippines monitored 1,721 new COVID-19 infections from March 27 to April 2, 2023, the Department of Health (DOH) said on Monday.",
3991,"The  on national defense and security, peace, unification and reconciliation will tackle the measures seeking to reform the military and uniform personnel (MUP) pension system in May.",
3992,"A graduate from the Jose Rizal Memorial State University (JRMSU) in Dapitan City gained the highest percentage rating among 1,210 passers of the April 2023 Licensure Examination for Midwives, the Professional Regulation Commission (PRC) announced.",
3993,Partylist rep inspects Masungi Georeserve area for planned BuCor HQ,
3994,Manila Archbishop Jose Cardinal Advincula washed the feet of 12 persons from the different sectors on Maundy Thursday.,
3995,"Over 61M PhilIDs, ePhilIDs delivered — PSA",
3996,"Negros Oriental Representative Arnolfo Teves Jr. on Tuesday said he will not return home yet due to fears over his safety, appealing for authorities’ “fairness” and for them to look at all angles in the killing of Negros Oriental Governor Roel Degamo.",
3997,"The legal counsel of Negros Oriental Representative Arnolfo ""Arnie"" Teves on Tuesday said police threatened one of the people who were arrested during last week's raids to testify against the congressman.",
3998,"The government agencies and the  should now work with full speed in urging the public to register their SIM, Senator Grace Poe said a day after the Supreme Court denied the bid to issue a temporary restraining order against the implementation of the SIM Registration Act.",
3999,"WHO reports decline in new COVID-19 cases, deaths globally",
4000,Remulla: Marcos Admin to focus efforts on big-time drug suppliers,
4001,DOH reports 162 new COVID-19 cases,
4002,Negros Rep. Teves asks House to extend travel authority,
4003,"The Department of Justice (DOJ) has dismissed  for illegal possession of firearms and unlawful possession of explosives filed against Negros Oriental Representative Arnolfo ""Arnie"" Teves Jr., its spokesperson said Saturday.",
4004,PH tells China to respect its rights after near-crash in WPS,
4005,"The Sandiganbayan has ordered the arrest of former Maguindanao governor Sajid Ampatuan after he was found guilty of multiple counts of graft, malversation and falsification of public documents over bogus school projects in 2009 worth P72 million.",
4006,"A tricycle driver who stopped for traffic was shot dead by an unidentified assailant on a motorcycle while plying the streets of Tondo, Manila early morning on Sunday.",
4007,"Marcos to emphasize desire for a peaceful, stable South China Sea during US visit —DFA spox",
4008,The Supreme Court (SC) on Wednesday announced that the release date of the 2022 Bar Examinations results is set for April 14.,
